stateid,state,state_abbr,control,level,year,gender,race,cohort,grad_cohort,grad_100,grad_150,grad_100_rate,grad_150_rate,grad_cohort_ct
47,Tennessee,TN,"Private for-profit",4-year,2011,B,A,"4y bach",8,0,2,0.0,25.0,16
47,Tennessee,TN,"Private for-profit",4-year,2011,B,Ai,"4y bach",3,0,2,0.0,66.7,16
47,Tennessee,TN,"Private for-profit",4-year,2011,B,B,"4y bach",182,5,22,2.7,12.1,16
47,Tennessee,TN,"Private for-profit",4-year,2011,B,H,"4y bach",16,3,4,18.8,25.0,16
47,Tennessee,TN,"Private for-profit",4-year,2011,B,W,"4y bach",254,22,42,8.7,16.5,16
47,Tennessee,TN,"Private for-profit",4-year,2011,B,X,"4y bach",581,30,89,5.2,15.3,16
47,Tennessee,TN,"Private for-profit",4-year,2011,F,A,"4y bach",3,0,0,0.0,0.0,16
47,Tennessee,TN,"Private for-profit",4-year,2011,F,Ai,"4y bach",2,0,1,0.0,50.0,16
47,Tennessee,TN,"Private for-profit",4-year,2011,F,B,"4y bach",119,4,17,3.4,14.3,16
47,Tennessee,TN,"Private for-profit",4-year,2011,F,H,"4y bach",6,1,1,16.7,16.7,16
47,Tennessee,TN,"Private for-profit",4-year,2011,F,W,"4y bach",123,8,26,6.5,21.1,16
47,Tennessee,TN,"Private for-profit",4-year,2011,F,X,"4y bach",336,13,56,3.9,16.7,16
47,Tennessee,TN,"Private for-profit",4-year,2011,M,A,"4y bach",5,0,2,0.0,40.0,16
47,Tennessee,TN,"Private for-profit",4-year,2011,M,Ai,"4y bach",1,0,1,0.0,100.0,16
47,Tennessee,TN,"Private for-profit",4-year,2011,M,B,"4y bach",63,1,5,1.6,7.9,16
47,Tennessee,TN,"Private for-profit",4-year,2011,M,H,"4y bach",10,2,3,20.0,30.0,16
47,Tennessee,TN,"Private for-profit",4-year,2011,M,W,"4y bach",131,14,16,10.7,12.2,16
47,Tennessee,TN,"Private for-profit",4-year,2011,M,X,"4y bach",245,17,33,6.9,13.5,16
47,Tennessee,TN,"Private for-profit",4-year,2012,B,A,"4y bach",8,0,0,0.0,0.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,B,Ai,"4y bach",3,0,0,0.0,0.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,B,B,"4y bach",229,8,29,3.5,12.7,16
47,Tennessee,TN,"Private for-profit",4-year,2012,B,H,"4y bach",12,1,3,8.3,25.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,B,W,"4y bach",251,23,38,9.2,15.1,16
47,Tennessee,TN,"Private for-profit",4-year,2012,B,X,"4y bach",627,32,82,5.1,13.1,16
47,Tennessee,TN,"Private for-profit",4-year,2012,F,A,"4y bach",5,0,0,0.0,0.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,F,Ai,"4y bach",1,0,0,0.0,0.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,F,B,"4y bach",149,4,17,2.7,11.4,16
47,Tennessee,TN,"Private for-profit",4-year,2012,F,H,"4y bach",8,0,2,0.0,25.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,F,W,"4y bach",108,12,22,11.1,20.4,16
47,Tennessee,TN,"Private for-profit",4-year,2012,F,X,"4y bach",345,16,51,4.6,14.8,16
47,Tennessee,TN,"Private for-profit",4-year,2012,M,A,"4y bach",3,0,0,0.0,0.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,M,Ai,"4y bach",2,0,0,0.0,0.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,M,B,"4y bach",80,4,12,5.0,15.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,M,H,"4y bach",4,1,1,25.0,25.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,M,W,"4y bach",143,11,16,7.7,11.2,16
47,Tennessee,TN,"Private for-profit",4-year,2012,M,X,"4y bach",282,16,31,5.7,11.0,16
47,Tennessee,TN,"Private for-profit",4-year,2013,B,A,"4y bach",4,1,2,25.0,50.0,16
47,Tennessee,TN,"Private for-profit",4-year,2013,B,Ai,"4y bach",5,0,1,0.0,20.0,16
47,Tennessee,TN,"Private for-profit",4-year,2013,B,B,"4y bach",245,10,38,4.1,15.5,16
47,Tennessee,TN,"Private for-profit",4-year,2013,B,H,"4y bach",20,1,6,5.0,30.0,16
47,Tennessee,TN,"Private for-profit",4-year,2013,B,W,"4y bach",218,51,59,23.4,27.1,16
47,Tennessee,TN,"Private for-profit",4-year,2013,B,X,"4y bach",659,64,127,9.7,19.3,16
47,Tennessee,TN,"Private for-profit",4-year,2013,F,A,"4y bach",3,0,1,0.0,33.3,16
47,Tennessee,TN,"Private for-profit",4-year,2013,F,Ai,"4y bach",2,0,0,0.0,0.0,16
47,Tennessee,TN,"Private for-profit",4-year,2013,F,B,"4y bach",168,5,31,3.0,18.5,16
47,Tennessee,TN,"Private for-profit",4-year,2013,F,H,"4y bach",11,0,4,0.0,36.4,16
47,Tennessee,TN,"Private for-profit",4-year,2013,F,W,"4y bach",104,12,20,11.5,19.2,16
47,Tennessee,TN,"Private for-profit",4-year,2013,F,X,"4y bach",403,17,74,4.2,18.4,16
47,Tennessee,TN,"Private for-profit",4-year,2013,M,A,"4y bach",1,1,1,100.0,100.0,16
47,Tennessee,TN,"Private for-profit",4-year,2013,M,Ai,"4y bach",3,0,1,0.0,33.3,16
47,Tennessee,TN,"Private for-profit",4-year,2013,M,B,"4y bach",77,5,7,6.5,9.1,16
47,Tennessee,TN,"Private for-profit",4-year,2013,M,H,"4y bach",9,1,2,11.1,22.2,16
47,Tennessee,TN,"Private for-profit",4-year,2013,M,W,"4y bach",114,39,39,34.2,34.2,16
47,Tennessee,TN,"Private for-profit",4-year,2013,M,X,"4y bach",256,47,53,18.4,20.7,16
47,Tennessee,TN,"Private not-for-profit",4-year,2011,B,A,"4y bach",243,142,183,58.4,75.3,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,B,Ai,"4y bach",38,19,20,50.0,52.6,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,B,B,"4y bach",1423,372,591,26.1,41.5,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,B,H,"4y bach",316,152,191,48.1,60.4,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,B,W,"4y bach",7572,3812,4655,50.3,61.5,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,B,X,"4y bach",10230,4812,6020,47.0,58.8,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,F,A,"4y bach",133,80,97,60.2,72.9,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,F,Ai,"4y bach",22,12,13,54.5,59.1,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,F,B,"4y bach",783,275,375,35.1,47.9,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,F,H,"4y bach",185,103,127,55.7,68.6,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,F,W,"4y bach",4256,2237,2672,52.6,62.8,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,F,X,"4y bach",5681,2864,3470,50.4,61.1,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,M,A,"4y bach",110,62,86,56.4,78.2,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,M,Ai,"4y bach",16,7,7,43.8,43.8,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,M,B,"4y bach",640,97,216,15.2,33.8,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,M,H,"4y bach",131,49,64,37.4,48.9,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,M,W,"4y bach",3316,1575,1983,47.5,59.8,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,M,X,"4y bach",4549,1948,2550,42.8,56.1,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,B,A,"4y bach",226,153,175,67.7,77.4,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,B,Ai,"4y bach",38,17,20,44.7,52.6,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,B,B,"4y bach",1429,402,601,28.1,42.1,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,B,H,"4y bach",287,130,183,45.3,63.8,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,B,W,"4y bach",7346,3624,4537,49.3,61.8,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,B,X,"4y bach",10103,4722,5998,46.7,59.4,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,F,A,"4y bach",133,90,102,67.7,76.7,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,F,Ai,"4y bach",23,12,14,52.2,60.9,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,F,B,"4y bach",760,288,392,37.9,51.6,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,F,H,"4y bach",138,77,99,55.8,71.7,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,F,W,"4y bach",4120,2186,2644,53.1,64.2,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,F,X,"4y bach",5541,2863,3503,51.7,63.2,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,M,A,"4y bach",93,63,73,67.7,78.5,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,M,Ai,"4y bach",15,5,6,33.3,40.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,M,B,"4y bach",669,114,209,17.0,31.2,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,M,H,"4y bach",149,53,84,35.6,56.4,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,M,W,"4y bach",3226,1438,1893,44.6,58.7,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,M,X,"4y bach",4562,1859,2495,40.7,54.7,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,B,A,"4y bach",271,158,210,58.3,77.5,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,B,Ai,"4y bach",40,14,16,35.0,40.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,B,B,"4y bach",1689,458,694,27.1,41.1,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,B,H,"4y bach",314,149,194,47.5,61.8,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,B,W,"4y bach",7485,3738,4681,49.9,62.5,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,B,X,"4y bach",10583,4923,6277,46.5,59.3,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,F,A,"4y bach",149,85,117,57.0,78.5,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,F,Ai,"4y bach",23,12,12,52.2,52.2,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,F,B,"4y bach",915,302,425,33.0,46.4,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,F,H,"4y bach",174,90,113,51.7,64.9,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,F,W,"4y bach",4241,2290,2790,54.0,65.8,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,F,X,"4y bach",5866,2985,3694,50.9,63.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,M,A,"4y bach",122,73,93,59.8,76.2,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,M,Ai,"4y bach",17,2,4,11.8,23.5,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,M,B,"4y bach",774,156,269,20.2,34.8,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,M,H,"4y bach",140,59,81,42.1,57.9,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,M,W,"4y bach",3244,1448,1891,44.6,58.3,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,M,X,"4y bach",4717,1938,2583,41.1,54.8,38
47,Tennessee,TN,Public,4-year,2011,B,A,"4y bach",351,100,187,28.5,53.3,9
47,Tennessee,TN,Public,4-year,2011,B,Ai,"4y bach",65,13,28,20.0,43.1,9
47,Tennessee,TN,Public,4-year,2011,B,B,"4y bach",3469,392,1251,11.3,36.1,9
47,Tennessee,TN,Public,4-year,2011,B,H,"4y bach",286,42,121,14.7,42.3,9
47,Tennessee,TN,Public,4-year,2011,B,W,"4y bach",12860,3006,6492,23.4,50.5,9
47,Tennessee,TN,Public,4-year,2011,B,X,"4y bach",17469,3622,8258,20.7,47.3,9
47,Tennessee,TN,Public,4-year,2011,F,A,"4y bach",205,61,115,29.8,56.1,9
47,Tennessee,TN,Public,4-year,2011,F,Ai,"4y bach",32,8,17,25.0,53.1,9
47,Tennessee,TN,Public,4-year,2011,F,B,"4y bach",2221,278,838,12.5,37.7,9
47,Tennessee,TN,Public,4-year,2011,F,H,"4y bach",161,27,71,16.8,44.1,9
47,Tennessee,TN,Public,4-year,2011,F,W,"4y bach",6800,1882,3591,27.7,52.8,9
47,Tennessee,TN,Public,4-year,2011,F,X,"4y bach",9647,2305,4730,23.9,49.0,9
47,Tennessee,TN,Public,4-year,2011,M,A,"4y bach",146,39,72,26.7,49.3,9
47,Tennessee,TN,Public,4-year,2011,M,Ai,"4y bach",33,5,11,15.2,33.3,9
47,Tennessee,TN,Public,4-year,2011,M,B,"4y bach",1248,114,413,9.1,33.1,9
47,Tennessee,TN,Public,4-year,2011,M,H,"4y bach",125,15,50,12.0,40.0,9
47,Tennessee,TN,Public,4-year,2011,M,W,"4y bach",6060,1124,2901,18.5,47.9,9
47,Tennessee,TN,Public,4-year,2011,M,X,"4y bach",7822,1317,3528,16.8,45.1,9
47,Tennessee,TN,Public,4-year,2012,B,A,"4y bach",367,96,221,26.2,60.2,9
47,Tennessee,TN,Public,4-year,2012,B,Ai,"4y bach",60,11,28,18.3,46.7,9
47,Tennessee,TN,Public,4-year,2012,B,B,"4y bach",3651,386,1279,10.6,35.0,9
47,Tennessee,TN,Public,4-year,2012,B,H,"4y bach",345,46,145,13.3,42.0,9
47,Tennessee,TN,Public,4-year,2012,B,W,"4y bach",13276,3043,6844,22.9,51.6,9
47,Tennessee,TN,Public,4-year,2012,B,X,"4y bach",18152,3651,8683,20.1,47.8,9
47,Tennessee,TN,Public,4-year,2012,F,A,"4y bach",171,51,107,29.8,62.6,9
47,Tennessee,TN,Public,4-year,2012,F,Ai,"4y bach",38,8,17,21.1,44.7,9
47,Tennessee,TN,Public,4-year,2012,F,B,"4y bach",2319,294,871,12.7,37.6,9
47,Tennessee,TN,Public,4-year,2012,F,H,"4y bach",183,24,77,13.1,42.1,9
47,Tennessee,TN,Public,4-year,2012,F,W,"4y bach",7004,1925,3759,27.5,53.7,9
47,Tennessee,TN,Public,4-year,2012,F,X,"4y bach",9950,2344,4921,23.6,49.5,9
47,Tennessee,TN,Public,4-year,2012,M,A,"4y bach",196,45,114,23.0,58.2,9
47,Tennessee,TN,Public,4-year,2012,M,Ai,"4y bach",22,3,11,13.6,50.0,9
47,Tennessee,TN,Public,4-year,2012,M,B,"4y bach",1332,92,408,6.9,30.6,9
47,Tennessee,TN,Public,4-year,2012,M,H,"4y bach",162,22,68,13.6,42.0,9
47,Tennessee,TN,Public,4-year,2012,M,W,"4y bach",6272,1118,3085,17.8,49.2,9
47,Tennessee,TN,Public,4-year,2012,M,X,"4y bach",8202,1307,3762,15.9,45.9,9
47,Tennessee,TN,Public,4-year,2013,B,A,"4y bach",432,118,236,27.3,54.6,9
47,Tennessee,TN,Public,4-year,2013,B,Ai,"4y bach",64,11,22,17.2,34.4,9
47,Tennessee,TN,Public,4-year,2013,B,B,"4y bach",3758,365,1338,9.7,35.6,9
47,Tennessee,TN,Public,4-year,2013,B,H,"4y bach",337,61,146,18.1,43.3,9
47,Tennessee,TN,Public,4-year,2013,B,W,"4y bach",13897,3315,7155,23.9,51.5,9
47,Tennessee,TN,Public,4-year,2013,B,X,"4y bach",19080,3969,9139,20.8,47.9,9
47,Tennessee,TN,Public,4-year,2013,F,A,"4y bach",226,75,136,33.2,60.2,9
47,Tennessee,TN,Public,4-year,2013,F,Ai,"4y bach",35,7,11,20.0,31.4,9
47,Tennessee,TN,Public,4-year,2013,F,B,"4y bach",2326,260,888,11.2,38.2,9
47,Tennessee,TN,Public,4-year,2013,F,H,"4y bach",192,44,88,22.9,45.8,9
47,Tennessee,TN,Public,4-year,2013,F,W,"4y bach",7226,2046,3925,28.3,54.3,9
47,Tennessee,TN,Public,4-year,2013,F,X,"4y bach",10320,2499,5187,24.2,50.3,9
47,Tennessee,TN,Public,4-year,2013,M,A,"4y bach",206,43,100,20.9,48.5,9
47,Tennessee,TN,Public,4-year,2013,M,Ai,"4y bach",29,4,11,13.8,37.9,9
47,Tennessee,TN,Public,4-year,2013,M,B,"4y bach",1432,105,450,7.3,31.4,9
47,Tennessee,TN,Public,4-year,2013,M,H,"4y bach",145,17,58,11.7,40.0,9
47,Tennessee,TN,Public,4-year,2013,M,W,"4y bach",6671,1269,3230,19.0,48.4,9
47,Tennessee,TN,Public,4-year,2013,M,X,"4y bach",8760,1470,3952,16.8,45.1,9
47,Tennessee,TN,"Private for-profit",4-year,2011,B,A,"4y other",15,,7,,46.7,16
47,Tennessee,TN,"Private for-profit",4-year,2011,B,Ai,"4y other",2,,1,,50.0,16
47,Tennessee,TN,"Private for-profit",4-year,2011,B,B,"4y other",231,,91,,39.4,16
47,Tennessee,TN,"Private for-profit",4-year,2011,B,H,"4y other",12,,4,,33.3,16
47,Tennessee,TN,"Private for-profit",4-year,2011,B,W,"4y other",464,,198,,42.7,16
47,Tennessee,TN,"Private for-profit",4-year,2011,B,X,"4y other",730,,303,,41.5,16
47,Tennessee,TN,"Private for-profit",4-year,2011,F,A,"4y other",8,,4,,50.0,16
47,Tennessee,TN,"Private for-profit",4-year,2011,F,Ai,"4y other",1,,1,,100.0,16
47,Tennessee,TN,"Private for-profit",4-year,2011,F,B,"4y other",123,,65,,52.8,16
47,Tennessee,TN,"Private for-profit",4-year,2011,F,H,"4y other",7,,2,,28.6,16
47,Tennessee,TN,"Private for-profit",4-year,2011,F,W,"4y other",270,,132,,48.9,16
47,Tennessee,TN,"Private for-profit",4-year,2011,F,X,"4y other",413,,205,,49.6,16
47,Tennessee,TN,"Private for-profit",4-year,2011,M,A,"4y other",7,,3,,42.9,16
47,Tennessee,TN,"Private for-profit",4-year,2011,M,Ai,"4y other",1,,0,,0.0,16
47,Tennessee,TN,"Private for-profit",4-year,2011,M,B,"4y other",108,,26,,24.1,16
47,Tennessee,TN,"Private for-profit",4-year,2011,M,H,"4y other",5,,2,,40.0,16
47,Tennessee,TN,"Private for-profit",4-year,2011,M,W,"4y other",194,,66,,34.0,16
47,Tennessee,TN,"Private for-profit",4-year,2011,M,X,"4y other",317,,98,,30.9,16
47,Tennessee,TN,"Private for-profit",4-year,2012,B,A,"4y other",6,,2,,33.3,16
47,Tennessee,TN,"Private for-profit",4-year,2012,B,Ai,"4y other",4,,1,,25.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,B,B,"4y other",261,,95,,36.4,16
47,Tennessee,TN,"Private for-profit",4-year,2012,B,H,"4y other",15,,4,,26.7,16
47,Tennessee,TN,"Private for-profit",4-year,2012,B,W,"4y other",410,,197,,48.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,B,X,"4y other",713,,306,,42.9,16
47,Tennessee,TN,"Private for-profit",4-year,2012,F,A,"4y other",5,,2,,40.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,F,Ai,"4y other",3,,1,,33.3,16
47,Tennessee,TN,"Private for-profit",4-year,2012,F,B,"4y other",150,,57,,38.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,F,H,"4y other",8,,1,,12.5,16
47,Tennessee,TN,"Private for-profit",4-year,2012,F,W,"4y other",208,,123,,59.1,16
47,Tennessee,TN,"Private for-profit",4-year,2012,F,X,"4y other",382,,187,,49.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,M,A,"4y other",1,,0,,0.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,M,Ai,"4y other",1,,0,,0.0,16
47,Tennessee,TN,"Private for-profit",4-year,2012,M,B,"4y other",111,,38,,34.2,16
47,Tennessee,TN,"Private for-profit",4-year,2012,M,H,"4y other",7,,3,,42.9,16
47,Tennessee,TN,"Private for-profit",4-year,2012,M,W,"4y other",202,,74,,36.6,16
47,Tennessee,TN,"Private for-profit",4-year,2012,M,X,"4y other",331,,119,,36.0,16
47,Tennessee,TN,"Private for-profit",4-year,2013,B,A,"4y other",13,,8,,61.5,16
47,Tennessee,TN,"Private for-profit",4-year,2013,B,Ai,"4y other",4,,1,,25.0,16
47,Tennessee,TN,"Private for-profit",4-year,2013,B,B,"4y other",208,,77,,37.0,16
47,Tennessee,TN,"Private for-profit",4-year,2013,B,H,"4y other",27,,9,,33.3,16
47,Tennessee,TN,"Private for-profit",4-year,2013,B,W,"4y other",441,,197,,44.7,16
47,Tennessee,TN,"Private for-profit",4-year,2013,B,X,"4y other",700,,293,,41.9,16
47,Tennessee,TN,"Private for-profit",4-year,2013,F,A,"4y other",4,,3,,75.0,16
47,Tennessee,TN,"Private for-profit",4-year,2013,F,Ai,"4y other",1,,0,,0.0,16
47,Tennessee,TN,"Private for-profit",4-year,2013,F,B,"4y other",101,,48,,47.5,16
47,Tennessee,TN,"Private for-profit",4-year,2013,F,H,"4y other",14,,4,,28.6,16
47,Tennessee,TN,"Private for-profit",4-year,2013,F,W,"4y other",223,,126,,56.5,16
47,Tennessee,TN,"Private for-profit",4-year,2013,F,X,"4y other",348,,182,,52.3,16
47,Tennessee,TN,"Private for-profit",4-year,2013,M,A,"4y other",9,,5,,55.6,16
47,Tennessee,TN,"Private for-profit",4-year,2013,M,Ai,"4y other",3,,1,,33.3,16
47,Tennessee,TN,"Private for-profit",4-year,2013,M,B,"4y other",107,,29,,27.1,16
47,Tennessee,TN,"Private for-profit",4-year,2013,M,H,"4y other",13,,5,,38.5,16
47,Tennessee,TN,"Private for-profit",4-year,2013,M,W,"4y other",218,,71,,32.6,16
47,Tennessee,TN,"Private for-profit",4-year,2013,M,X,"4y other",352,,111,,31.5,16
47,Tennessee,TN,"Private not-for-profit",4-year,2011,B,A,"4y other",1,,0,,0.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,B,Ai,"4y other",1,,1,,100.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,B,B,"4y other",33,,4,,12.1,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,B,H,"4y other",10,,2,,20.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,B,W,"4y other",145,,58,,40.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,B,X,"4y other",203,,69,,34.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,F,A,"4y other",1,,0,,0.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,F,Ai,"4y other",0,,0,,,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,F,B,"4y other",11,,2,,18.2,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,F,H,"4y other",7,,1,,14.3,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,F,W,"4y other",88,,41,,46.6,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,F,X,"4y other",113,,47,,41.6,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,M,A,"4y other",0,,0,,,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,M,Ai,"4y other",1,,1,,100.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,M,B,"4y other",22,,2,,9.1,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,M,H,"4y other",3,,1,,33.3,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,M,W,"4y other",57,,17,,29.8,38
47,Tennessee,TN,"Private not-for-profit",4-year,2011,M,X,"4y other",90,,22,,24.4,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,B,A,"4y other",13,,5,,38.5,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,B,Ai,"4y other",0,,0,,,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,B,B,"4y other",37,,12,,32.4,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,B,H,"4y other",28,,9,,32.1,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,B,W,"4y other",314,,124,,39.5,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,B,X,"4y other",424,,158,,37.3,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,F,A,"4y other",10,,5,,50.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,F,Ai,"4y other",0,,0,,,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,F,B,"4y other",18,,7,,38.9,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,F,H,"4y other",18,,6,,33.3,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,F,W,"4y other",185,,74,,40.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,F,X,"4y other",242,,95,,39.3,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,M,A,"4y other",3,,0,,0.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,M,Ai,"4y other",0,,0,,,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,M,B,"4y other",19,,5,,26.3,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,M,H,"4y other",10,,3,,30.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,M,W,"4y other",129,,50,,38.8,38
47,Tennessee,TN,"Private not-for-profit",4-year,2012,M,X,"4y other",182,,63,,34.6,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,B,A,"4y other",5,,3,,60.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,B,Ai,"4y other",3,,1,,33.3,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,B,B,"4y other",749,,403,,53.8,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,B,H,"4y other",6,,2,,33.3,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,B,W,"4y other",277,,103,,37.2,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,B,X,"4y other",1069,,520,,48.6,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,F,A,"4y other",4,,3,,75.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,F,Ai,"4y other",2,,1,,50.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,F,B,"4y other",624,,361,,57.9,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,F,H,"4y other",4,,2,,50.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,F,W,"4y other",201,,87,,43.3,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,F,X,"4y other",853,,460,,53.9,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,M,A,"4y other",1,,0,,0.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,M,Ai,"4y other",1,,0,,0.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,M,B,"4y other",125,,42,,33.6,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,M,H,"4y other",2,,0,,0.0,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,M,W,"4y other",76,,16,,21.1,38
47,Tennessee,TN,"Private not-for-profit",4-year,2013,M,X,"4y other",216,,60,,27.8,38
47,Tennessee,TN,Public,4-year,2011,B,A,"4y other",4,,1,,25.0,9
47,Tennessee,TN,Public,4-year,2011,B,Ai,"4y other",0,,0,,,9
47,Tennessee,TN,Public,4-year,2011,B,B,"4y other",7,,1,,14.3,9
47,Tennessee,TN,Public,4-year,2011,B,H,"4y other",1,,0,,0.0,9
47,Tennessee,TN,Public,4-year,2011,B,W,"4y other",11,,5,,45.5,9
47,Tennessee,TN,Public,4-year,2011,B,X,"4y other",25,,7,,28.0,9
