stateid,state,state_abbr,control,level,year,gender,race,cohort,grad_cohort,grad_100,grad_150,grad_100_rate,grad_150_rate,grad_cohort_ct
47,Tennessee,TN,Public,4-year,2004,F,W,"4y other",62,,22,,35.5,3
47,Tennessee,TN,Public,4-year,2004,F,X,"4y bach",8279,1826,3847,22.1,46.5,9
47,Tennessee,TN,Public,4-year,2004,F,X,"4y other",74,,26,,35.1,3
47,Tennessee,TN,Public,4-year,2004,M,A,"4y bach",103,25,50,24.3,48.5,9
47,Tennessee,TN,Public,4-year,2004,M,A,"4y other",1,,0,,0.0,3
47,Tennessee,TN,Public,4-year,2004,M,Ai,"4y bach",28,6,8,21.4,28.6,9
47,Tennessee,TN,Public,4-year,2004,M,Ai,"4y other",0,,0,,,3
47,Tennessee,TN,Public,4-year,2004,M,B,"4y bach",1084,63,351,5.8,32.4,9
47,Tennessee,TN,Public,4-year,2004,M,B,"4y other",2,,1,,50.0,3
47,Tennessee,TN,Public,4-year,2004,M,H,"4y bach",64,5,18,7.8,28.1,9
47,Tennessee,TN,Public,4-year,2004,M,H,"4y other",1,,1,,100.0,3
47,Tennessee,TN,Public,4-year,2004,M,W,"4y bach",5178,701,2039,13.5,39.4,9
47,Tennessee,TN,Public,4-year,2004,M,W,"4y other",17,,5,,29.4,3
47,Tennessee,TN,Public,4-year,2004,M,X,"4y bach",6535,809,2485,12.4,38.0,9
47,Tennessee,TN,Public,4-year,2004,M,X,"4y other",24,,8,,33.3,3
47,Tennessee,TN,Public,4-year,2005,B,A,"4y bach",328,80,170,24.4,51.8,9
47,Tennessee,TN,Public,4-year,2005,B,A,"4y other",1,,0,,0.0,4
47,Tennessee,TN,Public,4-year,2005,B,Ai,"4y bach",50,6,13,12.0,26.0,9
47,Tennessee,TN,Public,4-year,2005,B,Ai,"4y other",0,,0,,,4
47,Tennessee,TN,Public,4-year,2005,B,B,"4y bach",3113,650,1245,20.9,40.0,9
47,Tennessee,TN,Public,4-year,2005,B,B,"4y other",2,,0,,0.0,4
47,Tennessee,TN,Public,4-year,2005,B,H,"4y bach",165,31,71,18.8,43.0,9
47,Tennessee,TN,Public,4-year,2005,B,H,"4y other",0,,0,,,4
47,Tennessee,TN,Public,4-year,2005,B,W,"4y bach",11361,2444,5213,21.5,45.9,9
47,Tennessee,TN,Public,4-year,2005,B,W,"4y other",37,,12,,32.4,4
47,Tennessee,TN,Public,4-year,2005,B,X,"4y bach",15186,3237,6766,21.3,44.6,9
47,Tennessee,TN,Public,4-year,2005,B,X,"4y other",43,,13,,30.2,4
47,Tennessee,TN,Public,4-year,2005,F,A,"4y bach",177,50,93,28.2,52.5,9
47,Tennessee,TN,Public,4-year,2005,F,A,"4y other",0,,0,,,4
47,Tennessee,TN,Public,4-year,2005,F,Ai,"4y bach",26,4,5,15.4,19.2,9
47,Tennessee,TN,Public,4-year,2005,F,Ai,"4y other",0,,0,,,4
47,Tennessee,TN,Public,4-year,2005,F,B,"4y bach",1889,475,858,25.1,45.4,9
47,Tennessee,TN,Public,4-year,2005,F,B,"4y other",1,,0,,0.0,4
47,Tennessee,TN,Public,4-year,2005,F,H,"4y bach",96,24,48,25.0,50.0,9
47,Tennessee,TN,Public,4-year,2005,F,H,"4y other",0,,0,,,4
47,Tennessee,TN,Public,4-year,2005,F,W,"4y bach",6015,1595,3005,26.5,50.0,9
47,Tennessee,TN,Public,4-year,2005,F,W,"4y other",31,,12,,38.7,4
47,Tennessee,TN,Public,4-year,2005,F,X,"4y bach",8294,2163,4040,26.1,48.7,9
47,Tennessee,TN,Public,4-year,2005,F,X,"4y other",33,,12,,36.4,4
47,Tennessee,TN,Public,4-year,2005,M,A,"4y bach",151,30,77,19.9,51.0,9
47,Tennessee,TN,Public,4-year,2005,M,A,"4y other",1,,0,,0.0,4
47,Tennessee,TN,Public,4-year,2005,M,Ai,"4y bach",24,2,8,8.3,33.3,9
47,Tennessee,TN,Public,4-year,2005,M,Ai,"4y other",0,,0,,,4
47,Tennessee,TN,Public,4-year,2005,M,B,"4y bach",1224,175,387,14.3,31.6,9
47,Tennessee,TN,Public,4-year,2005,M,B,"4y other",1,,0,,0.0,4
47,Tennessee,TN,Public,4-year,2005,M,H,"4y bach",69,7,23,10.1,33.3,9
47,Tennessee,TN,Public,4-year,2005,M,H,"4y other",0,,0,,,4
47,Tennessee,TN,Public,4-year,2005,M,W,"4y bach",5346,849,2208,15.9,41.3,9
47,Tennessee,TN,Public,4-year,2005,M,W,"4y other",6,,0,,0.0,4
47,Tennessee,TN,Public,4-year,2005,M,X,"4y bach",6892,1074,2726,15.6,39.6,9
47,Tennessee,TN,Public,4-year,2005,M,X,"4y other",10,,1,,10.0,4
47,Tennessee,TN,Public,4-year,2006,B,A,"4y bach",281,85,147,30.2,52.3,9
47,Tennessee,TN,Public,4-year,2006,B,A,"4y other",2,,0,,0.0,3
47,Tennessee,TN,Public,4-year,2006,B,Ai,"4y bach",52,7,15,13.5,28.8,9
47,Tennessee,TN,Public,4-year,2006,B,Ai,"4y other",0,,0,,,3
47,Tennessee,TN,Public,4-year,2006,B,B,"4y bach",2941,562,1160,19.1,39.4,9
47,Tennessee,TN,Public,4-year,2006,B,B,"4y other",105,,13,,12.4,3
47,Tennessee,TN,Public,4-year,2006,B,H,"4y bach",151,33,72,21.9,47.7,9
47,Tennessee,TN,Public,4-year,2006,B,H,"4y other",1,,1,,100.0,3
47,Tennessee,TN,Public,4-year,2006,B,W,"4y bach",11587,2766,5451,23.9,47.0,9
47,Tennessee,TN,Public,4-year,2006,B,W,"4y other",49,,14,,28.6,3
47,Tennessee,TN,Public,4-year,2006,B,X,"4y bach",15195,3481,6911,22.9,45.5,9
47,Tennessee,TN,Public,4-year,2006,B,X,"4y other",165,,28,,17.0,3
47,Tennessee,TN,Public,4-year,2006,F,A,"4y bach",159,52,86,32.7,54.1,9
47,Tennessee,TN,Public,4-year,2006,F,A,"4y other",1,,0,,0.0,3
47,Tennessee,TN,Public,4-year,2006,F,Ai,"4y bach",26,6,11,23.1,42.3,9
47,Tennessee,TN,Public,4-year,2006,F,Ai,"4y other",0,,0,,,3
47,Tennessee,TN,Public,4-year,2006,F,B,"4y bach",1804,424,787,23.5,43.6,9
47,Tennessee,TN,Public,4-year,2006,F,B,"4y other",65,,13,,20.0,3
47,Tennessee,TN,Public,4-year,2006,F,H,"4y bach",87,27,46,31.0,52.9,9
47,Tennessee,TN,Public,4-year,2006,F,H,"4y other",1,,1,,100.0,3
47,Tennessee,TN,Public,4-year,2006,F,W,"4y bach",6191,1805,3132,29.2,50.6,9
47,Tennessee,TN,Public,4-year,2006,F,W,"4y other",37,,14,,37.8,3
47,Tennessee,TN,Public,4-year,2006,F,X,"4y bach",8356,2331,4096,27.9,49.0,9
47,Tennessee,TN,Public,4-year,2006,F,X,"4y other",108,,28,,25.9,3
47,Tennessee,TN,Public,4-year,2006,M,A,"4y bach",122,33,61,27.0,50.0,9
47,Tennessee,TN,Public,4-year,2006,M,A,"4y other",1,,0,,0.0,3
47,Tennessee,TN,Public,4-year,2006,M,Ai,"4y bach",26,1,4,3.8,15.4,9
47,Tennessee,TN,Public,4-year,2006,M,Ai,"4y other",0,,0,,,3
47,Tennessee,TN,Public,4-year,2006,M,B,"4y bach",1137,138,373,12.1,32.8,9
47,Tennessee,TN,Public,4-year,2006,M,B,"4y other",40,,0,,0.0,3
47,Tennessee,TN,Public,4-year,2006,M,H,"4y bach",64,6,26,9.4,40.6,9
47,Tennessee,TN,Public,4-year,2006,M,H,"4y other",0,,0,,,3
47,Tennessee,TN,Public,4-year,2006,M,W,"4y bach",5396,961,2319,17.8,43.0,9
47,Tennessee,TN,Public,4-year,2006,M,W,"4y other",12,,0,,0.0,3
47,Tennessee,TN,Public,4-year,2006,M,X,"4y bach",6839,1150,2815,16.8,41.2,9
47,Tennessee,TN,Public,4-year,2006,M,X,"4y other",57,,0,,0.0,3
47,Tennessee,TN,Public,4-year,2007,B,A,"4y bach",327,76,146,23.2,44.6,9
47,Tennessee,TN,Public,4-year,2007,B,A,"4y other",0,,0,,,4
47,Tennessee,TN,Public,4-year,2007,B,Ai,"4y bach",52,4,16,7.7,30.8,9
47,Tennessee,TN,Public,4-year,2007,B,Ai,"4y other",0,,0,,,4
47,Tennessee,TN,Public,4-year,2007,B,B,"4y bach",3065,531,1118,17.3,36.5,9
47,Tennessee,TN,Public,4-year,2007,B,B,"4y other",19,,2,,10.5,4
47,Tennessee,TN,Public,4-year,2007,B,H,"4y bach",179,34,73,19.0,40.8,9
47,Tennessee,TN,Public,4-year,2007,B,H,"4y other",1,,0,,0.0,4
47,Tennessee,TN,Public,4-year,2007,B,W,"4y bach",11762,2855,5481,24.3,46.6,9
47,Tennessee,TN,Public,4-year,2007,B,W,"4y other",34,,9,,26.5,4
47,Tennessee,TN,Public,4-year,2007,B,X,"4y bach",15615,3526,6898,22.6,44.2,9
47,Tennessee,TN,Public,4-year,2007,B,X,"4y other",57,,12,,21.1,4
47,Tennessee,TN,Public,4-year,2007,F,A,"4y bach",148,43,77,29.1,52.0,9
47,Tennessee,TN,Public,4-year,2007,F,A,"4y other",0,,0,,,4
47,Tennessee,TN,Public,4-year,2007,F,Ai,"4y bach",23,2,9,8.7,39.1,9
47,Tennessee,TN,Public,4-year,2007,F,Ai,"4y other",0,,0,,,4
47,Tennessee,TN,Public,4-year,2007,F,B,"4y bach",1950,409,807,21.0,41.4,9
47,Tennessee,TN,Public,4-year,2007,F,B,"4y other",18,,2,,11.1,4
47,Tennessee,TN,Public,4-year,2007,F,H,"4y bach",82,17,36,20.7,43.9,9
47,Tennessee,TN,Public,4-year,2007,F,H,"4y other",1,,0,,0.0,4
47,Tennessee,TN,Public,4-year,2007,F,W,"4y bach",6182,1797,3097,29.1,50.1,9
47,Tennessee,TN,Public,4-year,2007,F,W,"4y other",23,,7,,30.4,4
47,Tennessee,TN,Public,4-year,2007,F,X,"4y bach",8496,2283,4063,26.9,47.8,9
47,Tennessee,TN,Public,4-year,2007,F,X,"4y other",42,,9,,21.4,4
47,Tennessee,TN,Public,4-year,2007,M,A,"4y bach",179,33,69,18.4,38.5,9
47,Tennessee,TN,Public,4-year,2007,M,A,"4y other",0,,0,,,4
47,Tennessee,TN,Public,4-year,2007,M,Ai,"4y bach",29,2,7,6.9,24.1,9
47,Tennessee,TN,Public,4-year,2007,M,Ai,"4y other",0,,0,,,4
47,Tennessee,TN,Public,4-year,2007,M,B,"4y bach",1115,122,311,10.9,27.9,9
47,Tennessee,TN,Public,4-year,2007,M,B,"4y other",1,,0,,0.0,4
47,Tennessee,TN,Public,4-year,2007,M,H,"4y bach",97,17,37,17.5,38.1,9
47,Tennessee,TN,Public,4-year,2007,M,H,"4y other",0,,0,,,4
47,Tennessee,TN,Public,4-year,2007,M,W,"4y bach",5580,1058,2384,19.0,42.7,9
47,Tennessee,TN,Public,4-year,2007,M,W,"4y other",11,,2,,18.2,4
47,Tennessee,TN,Public,4-year,2007,M,X,"4y bach",7119,1243,2835,17.5,39.8,9
47,Tennessee,TN,Public,4-year,2007,M,X,"4y other",15,,3,,20.0,4
47,Tennessee,TN,Public,4-year,2008,B,A,"4y bach",341,53,158,15.5,46.3,9
47,Tennessee,TN,Public,4-year,2008,B,A,"4y other",0,,0,,,2
47,Tennessee,TN,Public,4-year,2008,B,Ai,"4y bach",54,5,12,9.3,22.2,9
47,Tennessee,TN,Public,4-year,2008,B,Ai,"4y other",1,,0,,0.0,2
47,Tennessee,TN,Public,4-year,2008,B,B,"4y bach",3180,409,1208,12.9,38.0,9
47,Tennessee,TN,Public,4-year,2008,B,B,"4y other",10,,0,,0.0,2
47,Tennessee,TN,Public,4-year,2008,B,H,"4y bach",221,38,81,17.2,36.7,9
47,Tennessee,TN,Public,4-year,2008,B,H,"4y other",0,,0,,,2
47,Tennessee,TN,Public,4-year,2008,B,W,"4y bach",11711,2449,5656,20.9,48.3,9
47,Tennessee,TN,Public,4-year,2008,B,W,"4y other",23,,8,,34.8,2
47,Tennessee,TN,Public,4-year,2008,B,X,"4y bach",15767,3011,7224,19.1,45.8,9
47,Tennessee,TN,Public,4-year,2008,B,X,"4y other",41,,8,,19.5,2
47,Tennessee,TN,Public,4-year,2008,F,A,"4y bach",175,40,84,22.9,48.0,9
47,Tennessee,TN,Public,4-year,2008,F,A,"4y other",0,,0,,,2
47,Tennessee,TN,Public,4-year,2008,F,Ai,"4y bach",32,2,7,6.3,21.9,9
47,Tennessee,TN,Public,4-year,2008,F,Ai,"4y other",0,,0,,,2
47,Tennessee,TN,Public,4-year,2008,F,B,"4y bach",1942,318,832,16.4,42.8,9
47,Tennessee,TN,Public,4-year,2008,F,B,"4y other",6,,0,,0.0,2
47,Tennessee,TN,Public,4-year,2008,F,H,"4y bach",123,21,42,17.1,34.1,9
47,Tennessee,TN,Public,4-year,2008,F,H,"4y other",0,,0,,,2
47,Tennessee,TN,Public,4-year,2008,F,W,"4y bach",6243,1616,3227,25.9,51.7,9
47,Tennessee,TN,Public,4-year,2008,F,W,"4y other",16,,6,,37.5,2
47,Tennessee,TN,Public,4-year,2008,F,X,"4y bach",8662,2031,4252,23.4,49.1,9
47,Tennessee,TN,Public,4-year,2008,F,X,"4y other",28,,6,,21.4,2
47,Tennessee,TN,Public,4-year,2008,M,A,"4y bach",166,13,74,7.8,44.6,9
47,Tennessee,TN,Public,4-year,2008,M,A,"4y other",0,,0,,,2
47,Tennessee,TN,Public,4-year,2008,M,Ai,"4y bach",22,3,5,13.6,22.7,9
47,Tennessee,TN,Public,4-year,2008,M,Ai,"4y other",1,,0,,0.0,2
47,Tennessee,TN,Public,4-year,2008,M,B,"4y bach",1238,91,376,7.4,30.4,9
47,Tennessee,TN,Public,4-year,2008,M,B,"4y other",4,,0,,0.0,2
47,Tennessee,TN,Public,4-year,2008,M,H,"4y bach",98,17,39,17.3,39.8,9
47,Tennessee,TN,Public,4-year,2008,M,H,"4y other",0,,0,,,2
47,Tennessee,TN,Public,4-year,2008,M,W,"4y bach",5468,833,2429,15.2,44.4,9
47,Tennessee,TN,Public,4-year,2008,M,W,"4y other",7,,2,,28.6,2
47,Tennessee,TN,Public,4-year,2008,M,X,"4y bach",7105,980,2972,13.8,41.8,9
47,Tennessee,TN,Public,4-year,2008,M,X,"4y other",13,,2,,15.4,2
47,Tennessee,TN,Public,4-year,2009,B,A,"4y bach",324,72,165,22.2,50.9,9
47,Tennessee,TN,Public,4-year,2009,B,Ai,"4y bach",65,11,19,16.9,29.2,9
47,Tennessee,TN,Public,4-year,2009,B,B,"4y bach",3275,409,1239,12.5,37.8,9
47,Tennessee,TN,Public,4-year,2009,B,H,"4y bach",202,28,93,13.9,46.0,9
47,Tennessee,TN,Public,4-year,2009,B,W,"4y bach",11641,2679,5762,23.0,49.5,9
47,Tennessee,TN,Public,4-year,2009,B,X,"4y bach",15772,3238,7375,20.5,46.8,9
47,Tennessee,TN,Public,4-year,2009,F,A,"4y bach",164,45,85,27.4,51.8,9
47,Tennessee,TN,Public,4-year,2009,F,Ai,"4y bach",41,8,12,19.5,29.3,9
47,Tennessee,TN,Public,4-year,2009,F,B,"4y bach",2068,304,822,14.7,39.7,9
47,Tennessee,TN,Public,4-year,2009,F,H,"4y bach",117,18,58,15.4,49.6,9
47,Tennessee,TN,Public,4-year,2009,F,W,"4y bach",6141,1713,3194,27.9,52.0,9
47,Tennessee,TN,Public,4-year,2009,F,X,"4y bach",8664,2110,4227,24.4,48.8,9
47,Tennessee,TN,Public,4-year,2009,M,A,"4y bach",160,27,80,16.9,50.0,9
47,Tennessee,TN,Public,4-year,2009,M,Ai,"4y bach",24,3,7,12.5,29.2,9
47,Tennessee,TN,Public,4-year,2009,M,B,"4y bach",1207,105,417,8.7,34.5,9
47,Tennessee,TN,Public,4-year,2009,M,H,"4y bach",85,10,35,11.8,41.2,9
47,Tennessee,TN,Public,4-year,2009,M,W,"4y bach",5500,966,2568,17.6,46.7,9
47,Tennessee,TN,Public,4-year,2009,M,X,"4y bach",7108,1128,3148,15.9,44.3,9
47,Tennessee,TN,Public,4-year,2010,B,A,"4y bach",348,75,167,21.6,48.0,9
47,Tennessee,TN,Public,4-year,2010,B,A,"4y other",0,,0,,,3
47,Tennessee,TN,Public,4-year,2010,B,Ai,"4y bach",53,6,15,11.3,28.3,9
47,Tennessee,TN,Public,4-year,2010,B,Ai,"4y other",1,,0,,0.0,3
47,Tennessee,TN,Public,4-year,2010,B,B,"4y bach",3547,351,1185,9.9,33.4,9
47,Tennessee,TN,Public,4-year,2010,B,B,"4y other",3,,0,,0.0,3
47,Tennessee,TN,Public,4-year,2010,B,H,"4y bach",255,45,98,17.6,38.4,9
47,Tennessee,TN,Public,4-year,2010,B,H,"4y other",4,,0,,0.0,3
47,Tennessee,TN,Public,4-year,2010,B,W,"4y bach",12868,2899,6349,22.5,49.3,9
47,Tennessee,TN,Public,4-year,2010,B,W,"4y other",24,,3,,12.5,3
47,Tennessee,TN,Public,4-year,2010,B,X,"4y bach",17500,3442,7959,19.7,45.5,9
47,Tennessee,TN,Public,4-year,2010,B,X,"4y other",40,,4,,10.0,3
47,Tennessee,TN,Public,4-year,2010,F,A,"4y bach",178,40,83,22.5,46.6,9
47,Tennessee,TN,Public,4-year,2010,F,A,"4y other",0,,0,,,3
47,Tennessee,TN,Public,4-year,2010,F,Ai,"4y bach",27,3,7,11.1,25.9,9
47,Tennessee,TN,Public,4-year,2010,F,Ai,"4y other",1,,0,,0.0,3
47,Tennessee,TN,Public,4-year,2010,F,B,"4y bach",2272,259,820,11.4,36.1,9
47,Tennessee,TN,Public,4-year,2010,F,B,"4y other",1,,0,,0.0,3
47,Tennessee,TN,Public,4-year,2010,F,H,"4y bach",149,36,61,24.2,40.9,9
47,Tennessee,TN,Public,4-year,2010,F,H,"4y other",3,,0,,0.0,3
47,Tennessee,TN,Public,4-year,2010,F,W,"4y bach",6755,1860,3542,27.5,52.4,9
47,Tennessee,TN,Public,4-year,2010,F,W,"4y other",7,,2,,28.6,3
47,Tennessee,TN,Public,4-year,2010,F,X,"4y bach",9578,2236,4585,23.3,47.9,9
47,Tennessee,TN,Public,4-year,2010,F,X,"4y other",15,,2,,13.3,3
47,Tennessee,TN,Public,4-year,2010,M,A,"4y bach",170,35,84,20.6,49.4,9
47,Tennessee,TN,Public,4-year,2010,M,A,"4y other",0,,0,,,3
47,Tennessee,TN,Public,4-year,2010,M,Ai,"4y bach",26,3,8,11.5,30.8,9
47,Tennessee,TN,Public,4-year,2010,M,Ai,"4y other",0,,0,,,3
47,Tennessee,TN,Public,4-year,2010,M,B,"4y bach",1275,92,365,7.2,28.6,9
47,Tennessee,TN,Public,4-year,2010,M,B,"4y other",2,,0,,0.0,3
47,Tennessee,TN,Public,4-year,2010,M,H,"4y bach",106,9,37,8.5,34.9,9
47,Tennessee,TN,Public,4-year,2010,M,H,"4y other",1,,0,,0.0,3
47,Tennessee,TN,Public,4-year,2010,M,W,"4y bach",6113,1039,2807,17.0,45.9,9
47,Tennessee,TN,Public,4-year,2010,M,W,"4y other",17,,1,,5.9,3
47,Tennessee,TN,Public,4-year,2010,M,X,"4y bach",7922,1206,3374,15.2,42.6,9
47,Tennessee,TN,Public,4-year,2010,M,X,"4y other",25,,2,,8.0,3
