state,state_abbr,control,year,gender,race,num_of_students,num_grad_in_4,num_grad_in_6,perc_grad_in_4,perc_grad_in_6
Tennessee,TN,Public,2011,M,A,146,39,72,26.7,49.3
Tennessee,TN,Public,2011,M,Ai,33,5,11,15.2,33.3
Tennessee,TN,Public,2011,M,B,1248,114,413,9.1,33.1
Tennessee,TN,Public,2011,M,H,125,15,50,12,40
Tennessee,TN,Public,2011,M,W,6060,1124,2901,18.5,47.9
Tennessee,TN,Public,2011,M,X,7822,1317,3528,16.8,45.1
Tennessee,TN,Public,2012,B,A,367,96,221,26.2,60.2
Tennessee,TN,Public,2012,B,Ai,60,11,28,18.3,46.7
Tennessee,TN,Public,2012,B,B,3651,386,1279,10.6,35
Tennessee,TN,Public,2012,B,H,345,46,145,13.3,42
Tennessee,TN,Public,2012,B,W,13276,3043,6844,22.9,51.6
Tennessee,TN,Public,2012,B,X,18152,3651,8683,20.1,47.8
Tennessee,TN,Public,2012,F,A,171,51,107,29.8,62.6
Tennessee,TN,Public,2012,F,Ai,38,8,17,21.1,44.7
Tennessee,TN,Public,2012,F,B,2319,294,871,12.7,37.6
Tennessee,TN,Public,2012,F,H,183,24,77,13.1,42.1
Tennessee,TN,Public,2012,F,W,7004,1925,3759,27.5,53.7
Tennessee,TN,Public,2012,F,X,9950,2344,4921,23.6,49.5
Tennessee,TN,Public,2012,M,A,196,45,114,23,58.2
Tennessee,TN,Public,2012,M,Ai,22,3,11,13.6,50
Tennessee,TN,Public,2012,M,B,1332,92,408,6.9,30.6
Tennessee,TN,Public,2012,M,H,162,22,68,13.6,42
Tennessee,TN,Public,2012,M,W,6272,1118,3085,17.8,49.2
Tennessee,TN,Public,2012,M,X,8202,1307,3762,15.9,45.9
Tennessee,TN,Public,2013,B,A,432,118,236,27.3,54.6
Tennessee,TN,Public,2013,B,Ai,64,11,22,17.2,34.4
Tennessee,TN,Public,2013,B,B,3758,365,1338,9.7,35.6
Tennessee,TN,Public,2013,B,H,337,61,146,18.1,43.3
Tennessee,TN,Public,2013,B,W,13897,3315,7155,23.9,51.5
Tennessee,TN,Public,2013,B,X,19080,3969,9139,20.8,47.9
Tennessee,TN,Public,2013,F,A,226,75,136,33.2,60.2
Tennessee,TN,Public,2013,F,Ai,35,7,11,20,31.4
